2021-10-26 14:30:36.055 | INFO     | __main__:crawl_by_category:46 - 68102338456	志高消毒柜保洁柜 家用 小型 桌面台式消毒柜 碗筷消毒碗柜 迷你奶瓶婴儿消毒柜免沥水 45L 【ZG-BJG62UV】【2-8人】
2021-10-26 14:30:36.059 | INFO     | __main__:crawl_by_category:46 - 100008383268	康宝 (Canbo) 消毒柜嵌入式 消毒柜家用 自营 京东 小型婴儿碗筷 紫外线大容量消毒碗柜 XDZ100-EJ
2021-10-26 14:30:36.061 | INFO     | __main__:crawl_by_category:46 - 100004787539	康宝 Canbo 三层 消毒柜嵌入式 消毒柜家用 消毒碗柜 二星级 高温 内镶嵌式 厨房 碗筷 餐具 母婴 XDZ100-EB
2021-10-26 14:30:36.062 | INFO     | __main__:crawl_by_category:46 - 100004302059	华帝（VATTI）消毒柜家用嵌入式 100升大容量两门三抽 消毒碗柜 臭氧紫外线智能感应杀菌 自动烘干 i13031
2021-10-26 14:30:36.066 | INFO     | __main__:crawl_by_category:46 - 100007252202	康宝（Canbo）消毒柜嵌入式 家用 小型 厨房餐具碗筷保洁 多功能镶嵌消毒碗柜XDZ90-E11EF（ZTP108E-11EF）
2021-10-26 14:30:36.086 | INFO     | __main__:crawl_by_category:46 - 100007252204	康宝（Canbo）消毒柜 嵌入式家用 大容量预约定时 茶杯厨房消毒碗柜 XDZ90-E11EY（ZTP108E-11EY）
2021-10-26 14:30:36.087 | INFO     | __main__:crawl_by_category:46 - 100012144963	康宝（Canbo）消毒柜 二星级 厨房碗筷 家用 茶具大容量保洁柜 高温嵌入式 消毒碗柜XDR80-E4E（ZTP80E-4E）
2021-10-26 14:30:36.088 | INFO     | __main__:crawl_by_category:46 - 100014089062	康宝 Canbo 消毒柜家用 消毒柜嵌入式 消毒碗柜 厨房餐具碗筷二星级高温 负离子杀菌 婴儿奶瓶 XDZ100-EF120
2021-10-26 14:30:36.101 | INFO     | __main__:crawl_by_category:46 - 100020998218	康宝 Canbo 消毒柜家用 消毒柜嵌入式 三层 厨房碗筷 消毒碗柜 婴儿餐具高温不锈钢内胆 免沥水 XDZ110-EN321
2021-10-26 14:30:36.103 | INFO     | __main__:crawl_by_category:46 - 68249767152	康容湿毛巾加热消毒柜高温热敷保温保湿箱药包加热器机美容院美发店餐厅酒店家用商用蒸汽迷你小型 16L紫外线加热29.5厘米
